area_fips,own_code,industry_code,agglvl_code,size_code,year,qtr,disclosure_code,annual_avg_estabs,annual_avg_emplvl,total_annual_wages,taxable_annual_wages,annual_contributions,annual_avg_wkly_wage,avg_annual_pay,lq_disclosure_code,lq_annual_avg_estabs,lq_annual_avg_emplvl,lq_total_annual_wages,lq_taxable_annual_wages,lq_annual_contributions,lq_annual_avg_wkly_wage,lq_avg_annual_pay,oty_disclosure_code,oty_annual_avg_estabs_chg,oty_annual_avg_estabs_pct_chg,oty_annual_avg_emplvl_chg,oty_annual_avg_emplvl_pct_chg,oty_total_annual_wages_chg,oty_total_annual_wages_pct_chg,oty_taxable_annual_wages_chg,oty_taxable_annual_wages_pct_chg,oty_annual_contributions_chg,oty_annual_contributions_pct_chg,oty_annual_avg_wkly_wage_chg,oty_annual_avg_wkly_wage_pct_chg,oty_avg_annual_pay_chg,oty_avg_annual_pay_pct_chg
08053,0,10,70,0,2010,A,NA,88,269,6661620,3976838,35437,477,24787,NA,1,1,1,1,1,1,1,NA,-3,-3.3,-29,-9.7,-452045,-6.4,-198981,-4.8,4330,13.9,18,3.9,916,3.8
08055,0,10,70,0,2010,A,NA,215,1768,49860657,20987999,258544,542,28204,NA,1,1,1,1,1,1,1,NA,-9,-4,-176,-9.1,-6068147,-10.8,-1298986,-5.8,26564,11.5,-11,-2,-567,-2
08057,0,10,70,0,2010,A,NA,84,587,16415012,6893165,85715,538,27972,NA,1,1,1,1,1,1,1,NA,0,0,-14,-2.3,583669,3.7,-278455,-3.9,23158,37,31,6.1,1630,6.2
08059,0,10,70,0,2010,A,NA,17963,202557,9789151621,1852392475,37560479,929,48328,NA,1,1,1,1,1,1,1,NA,-303,-1.7,-1298,-0.6,247235697,2.6,-10089934,-0.5,9066798,31.8,29,3.2,1521,3.2
08061,0,10,70,0,2010,A,NA,54,426,13604669,4560090,23050,614,31911,NA,1,1,1,1,1,1,1,NA,-1,-1.8,2,0.5,1190146,9.6,-161411,-3.4,-10345,-31,51,9.1,2637,9
08063,0,10,70,0,2010,A,NA,297,3047,89261796,32437035,367039,563,29291,NA,1,1,1,1,1,1,1,NA,2,0.7,31,1,3696176,4.3,738411,2.3,113144,44.6,17,3.1,917,3.2
08065,0,10,70,0,2010,A,NA,221,1823,53489316,16641393,194621,564,29348,NA,1,1,1,1,1,1,1,NA,-15,-6.4,-86,-4.5,-479939,-0.9,49150,0.3,43916,29.1,20,3.7,1082,3.8
08067,0,10,70,0,2010,A,NA,2472,23519,962493314,314255160,3874171,787,40925,NA,1,1,1,1,1,1,1,NA,-76,-3,-733,-3,26693876,2.9,470428,0.1,706901,22.3,45,6.1,2338,6.1
08069,0,10,70,0,2010,A,NA,10029,126653,5168466249,1082266659,22471033,785,40808,NA,1,1,1,1,1,1,1,NA,-173,-1.7,217,0.2,79303867,1.6,5659000,0.5,5289153,30.8,11,1.4,557,1.4
08071,0,10,70,0,2010,A,NA,482,5230,165125324,62508196,827191,607,31570,NA,1,1,1,1,1,1,1,NA,-40,-7.7,-290,-5.3,-3646367,-2.2,-3069486,-4.7,206156,33.2,19,3.2,994,3.3
08073,0,10,70,0,2010,A,NA,160,2056,66460514,20132575,175973,622,32321,NA,1,1,1,1,1,1,1,NA,-4,-2.4,26,1.3,1950588,3,795408,4.1,46549,36,11,1.8,535,1.7
08075,0,10,70,0,2010,A,NA,665,8033,254361900,65559650,786452,609,31665,NA,1,1,1,1,1,1,1,NA,-11,-1.6,-372,-4.4,-5943840,-2.3,-4201978,-6,65855,9.1,13,2.2,695,2.2
08077,0,10,70,0,2010,A,NA,4934,57329,2178076669,499215010,10274729,731,37993,NA,1,1,1,1,1,1,1,NA,-276,-5.3,-2935,-4.9,-139037696,-6,-48666725,-8.9,1741147,20.4,-8,-1.1,-457,-1.2
08079,0,10,70,0,2010,A,NA,70,454,11044703,6718293,63807,468,24350,NA,1,1,1,1,1,1,1,NA,-4,-5.4,-12,-2.6,357494,3.3,-67942,-1,9723,18,27,6.1,1412,6.2
08081,0,10,70,0,2010,A,NA,489,5064,204782515,50518249,597249,778,40436,NA,1,1,1,1,1,1,1,NA,-31,-6,-425,-7.7,-19779717,-8.8,-6221026,-11,-222499,-27.1,-9,-1.1,-476,-1.2
08083,0,10,70,0,2010,A,NA,839,8769,266378163,96840131,1515881,584,30376,NA,1,1,1,1,1,1,1,NA,-34,-3.9,-40,-0.5,2596716,1,-1232426,-1.3,275602,22.2,8,1.4,431,1.4
08085,0,10,70,0,2010,A,NA,1396,13658,459673912,119882833,2193925,647,33656,NA,1,1,1,1,1,1,1,NA,-64,-4.4,-600,-4.2,-14040330,-3,-6278857,-5,499064,29.4,8,1.3,432,1.3
08087,0,10,70,0,2010,A,NA,716,11342,382885543,105005712,1518567,649,33757,NA,1,1,1,1,1,1,1,NA,-7,-1,133,1.2,18484488,5.1,4588332,4.6,428753,39.3,24,3.8,1249,3.8
08089,0,10,70,0,2010,A,NA,525,6200,175981755,57657366,783755,546,28385,NA,1,1,1,1,1,1,1,NA,-6,-1.1,-126,-2,2926372,1.7,-1788671,-3,88127,12.7,20,3.8,1027,3.8
08091,0,10,70,0,2010,A,NA,322,1495,44623117,22509317,275380,574,29852,NA,1,1,1,1,1,1,1,NA,-17,-5,-87,-5.5,-3851815,-7.9,-1244634,-5.2,36343,15.2,-15,-2.5,-785,-2.6
08093,0,10,70,0,2010,A,NA,515,2190,65075042,29336958,316514,571,29717,NA,1,1,1,1,1,1,1,NA,-37,-6.7,-11,-0.5,1275032,2,756353,2.6,35746,12.7,14,2.5,728,2.5
08095,0,10,70,0,2010,A,NA,150,1566,47304788,21107776,135836,581,30199,NA,1,1,1,1,1,1,1,NA,-3,-2,-5,-0.3,1899338,4.2,636124,3.1,20652,17.9,25,4.5,1288,4.5
08097,0,10,70,0,2010,A,NA,1791,15003,639527579,210722405,3496730,820,42626,NA,1,1,1,1,1,1,1,NA,-86,-4.6,-546,-3.5,-25108191,-3.8,-6517355,-3,739876,26.8,-2,-0.2,-119,-0.3
08099,0,10,70,0,2010,A,NA,402,4654,136861308,48461190,600503,566,29410,NA,1,1,1,1,1,1,1,NA,-17,-4.1,-12,-0.3,1233906,0.9,-1202807,-2.4,72029,13.6,7,1.3,344,1.2
08101,0,10,70,0,2010,A,NA,3263,55701,1972324248,442695087,10187430,681,35409,NA,1,1,1,1,1,1,1,NA,-70,-2.1,21,0,29680144,1.5,-1375011,-0.3,1615307,18.8,10,1.5,520,1.5
08103,0,10,70,0,2010,A,NA,298,3123,152965826,41042479,647160,942,48986,NA,1,1,1,1,1,1,1,NA,-14,-4.5,-187,-5.6,-13754225,-8.2,-4284701,-9.5,26887,4.3,-27,-2.8,-1376,-2.7
08105,0,10,70,0,2010,A,NA,438,4292,121217679,46761138,992957,543,28246,NA,1,1,1,1,1,1,1,NA,-7,-1.6,12,0.3,-1669566,-1.4,-981006,-2.1,152634,18.2,-9,-1.6,-465,-1.6
08107,0,10,70,0,2010,A,NA,1719,12829,502108702,144180007,2619170,753,39140,NA,1,1,1,1,1,1,1,NA,-97,-5.3,-941,-6.8,-59944455,-10.7,-14268498,-9,197656,8.2,-32,-4.1,-1676,-4.1
08109,0,10,70,0,2010,A,NA,186,1553,41829373,24230649,349808,518,26932,NA,1,1,1,1,1,1,1,NA,-6,-3.1,-2,-0.1,1094276,2.7,585877,2.5,66382,23.4,14,2.8,732,2.8
08111,0,10,70,0,2010,A,NA,75,265,6121930,4270512,72944,445,23116,NA,1,1,1,1,1,1,1,NA,2,2.7,-8,-2.9,-282114,-4.4,-163544,-3.7,-13984,-16.1,-7,-1.5,-385,-1.6
08113,0,10,70,0,2010,A,NA,649,4447,157707108,75772265,1345289,682,35466,NA,1,1,1,1,1,1,1,NA,-25,-3.7,-125,-2.7,-10765687,-6.4,-4275991,-5.3,144248,12,-27,-3.8,-1387,-3.8
08115,0,10,70,0,2010,A,NA,87,764,21006486,7867942,49152,529,27513,NA,1,1,1,1,1,1,1,NA,-5,-5.4,-53,-6.5,-294086,-1.4,-334363,-4.1,-1668,-3.3,28,5.6,1452,5.6
08117,0,10,70,0,2010,A,NA,2150,17167,568290645,200002979,3330118,637,33104,NA,1,1,1,1,1,1,1,NA,-50,-2.3,-253,-1.5,571624,0.1,-5010864,-2.4,782611,30.7,10,1.6,514,1.6
08119,0,10,70,0,2010,A,NA,788,6783,218169073,81831707,1224633,619,32166,NA,1,1,1,1,1,1,1,NA,-38,-4.6,32,0.5,6879918,3.3,-832862,-1,122847,11.1,17,2.8,869,2.8
08121,0,10,70,0,2010,A,NA,136,1082,32761207,9789595,103545,582,30276,NA,1,1,1,1,1,1,1,NA,-1,-0.7,4,0.4,2146452,7,229485,2.4,17709,20.6,36,6.6,1881,6.6
08123,0,10,70,0,2010,A,NA,5809,78658,3077509878,754312900,14731319,752,39125,NA,1,1,1,1,1,1,1,NA,-139,-2.3,-644,-0.8,91325350,3.1,2040715,0.3,4319305,41.5,28,3.9,1469,3.9
08125,0,10,70,0,2010,A,NA,393,3811,122008294,51436635,452076,616,32019,NA,1,1,1,1,1,1,1,NA,-9,-2.2,-98,-2.5,-4326778,-3.4,-352144,-0.7,86554,23.7,-6,-1,-304,-0.9
08999,0,10,70,0,2010,A,NA,2479,17147,1447436285,255495556,7414058,1623,84413,NA,1,1,1,1,1,1,1,NA,-166,-6.3,-1127,-6.2,-44400766,-3,-12517476,-4.7,238499,3.3,53,3.4,2774,3.4
08000,0,10,50,0,2011,A,NA,170040,2213059,108621982197,21569202145,762578902,944,49082,NA,1,1,1,1,1,1,1,NA,-1594,-0.9,36073,1.7,4414548384,4.2,565447098,2.7,321330559,72.8,23,2.5,1214,2.5
08001,0,10,70,0,2011,A,NA,8867,154794,6727882122,1446992917,56627165,836,43464,NA,1,1,1,1,1,1,1,NA,-106,-1.2,6807,4.6,486599556,7.8,41795845,3,22932333,68.1,25,3.1,1289,3.1
08003,0,10,70,0,2011,A,NA,551,7719,248206491,69834279,1889105,618,32157,NA,1,1,1,1,1,1,1,NA,-18,-3.2,-83,-1.1,1737784,0.7,-1992944,-2.8,718249,61.3,11,1.8,568,1.8
08005,0,10,70,0,2011,A,NA,18777,277705,15689934406,2796825634,105838840,1087,56499,NA,1,1,1,1,1,1,1,NA,-119,-0.6,7366,2.7,935661136,6.3,76971156,2.8,43618294,70.1,37,3.5,1922,3.5
08007,0,10,70,0,2011,A,NA,513,3271,99874381,42528978,1051868,587,30538,NA,1,1,1,1,1,1,1,NA,-17,-3.2,30,0.9,2610752,2.7,1340654,3.3,478954,83.6,10,1.7,524,1.7
08009,0,10,70,0,2011,A,NA,119,1167,29767576,16600858,140456,490,25499,NA,1,1,1,1,1,1,1,NA,3,2.6,4,0.3,753340,2.6,131129,0.8,71970,105.1,10,2.1,546,2.2
08011,0,10,70,0,2011,A,NA,92,1230,37520612,16676318,216883,587,30500,NA,1,1,1,1,1,1,1,NA,0,0,-80,-6.1,-3560052,-8.7,-650550,-3.8,105550,94.8,-16,-2.7,-865,-2.8
08013,0,10,70,0,2011,A,NA,12887,156134,8643103459,1395988575,49571826,1065,55357,NA,1,1,1,1,1,1,1,NA,14,0.1,4016,2.6,379374135,4.6,55521996,4.1,21166700,74.5,20,1.9,1032,1.9
08014,0,10,70,0,2011,A,NA,2088,30427,1998228248,337030597,13512028,1263,65673,NA,1,1,1,1,1,1,1,NA,-8,-0.4,508,1.7,139007479,7.5,7505055,2.3,4077756,43.2,68,5.7,3530,5.7
08015,0,10,70,0,2011,A,NA,857,6518,192576214,63300931,1686893,568,29545,NA,1,1,1,1,1,1,1,NA,-35,-3.9,99,1.5,7319287,4,2083569,3.4,816656,93.8,13,2.3,683,2.4
08017,0,10,70,0,2011,A,NA,93,755,26644853,7736321,166253,679,35307,NA,1,1,1,1,1,1,1,NA,1,1.1,3,0.4,1687332,6.8,386500,5.3,84686,103.8,40,6.3,2097,6.3
08019,0,10,70,0,2011,A,NA,352,3175,143258199,43546325,1200103,868,45123,NA,1,1,1,1,1,1,1,NA,-19,-5.1,4,0.1,17620868,14,3390279,8.4,558586,87.1,106,13.9,5498,13.9
08021,0,10,70,0,2011,A,NA,134,1261,35091747,14590590,267802,535,27832,NA,1,1,1,1,1,1,1,NA,-5,-3.6,-7,-0.6,834373,2.4,-61942,-0.4,92740,53,15,2.9,808,3
08023,0,10,70,0,2011,A,NA,92,741,19665510,11053949,172599,511,26551,NA,1,1,1,1,1,1,1,NA,2,2.2,2,0.3,278257,1.4,539410,5.1,57395,49.8,6,1.2,302,1.2
08025,0,10,70,0,2011,A,NA,57,1155,40111342,10829791,226327,668,34736,NA,1,1,1,1,1,1,1,NA,0,0,23,2,689358,1.7,-81001,-0.7,122909,118.8,-2,-0.3,-81,-0.2
08027,0,10,70,0,2011,A,NA,168,851,25344680,10578118,275383,572,29768,NA,1,1,1,1,1,1,1,NA,0,0,-18,-2.1,-291965,-1.1,-10961,-0.1,106239,62.8,4,0.7,250,0.8
08029,0,10,70,0,2011,A,NA,885,8270,270612225,94084299,2419464,629,32721,NA,1,1,1,1,1,1,1,NA,-31,-3.4,62,0.8,19904849,7.9,5114954,5.7,1274983,111.4,42,7.2,2177,7.1
08031,0,10,70,0,2011,A,NA,25338,422768,25112890736,4124399267,154584577,1142,59401,NA,1,1,1,1,1,1,1,NA,74,0.3,2263,0.5,763284366,3.1,127774495,3.2,65637710,73.8,28,2.5,1495,2.6
08033,0,10,70,0,2011,A,NA,69,393,9983695,5621362,88216,489,25420,NA,1,1,1,1,1,1,1,NA,3,4.5,7,1.8,-333553,-3.2,-101170,-1.8,34698,64.8,-25,-4.9,-1332,-5
08035,0,10,70,0,2011,A,NA,9415,91193,4830604145,962441085,33044766,1019,52971,NA,1,1,1,1,1,1,1,NA,-9,-0.1,1367,1.5,162383942,3.5,25612061,2.7,13628943,70.2,20,2,1001,1.9
08037,0,10,70,0,2011,A,NA,3192,27562,1076705159,349519260,10742468,751,39064,NA,1,1,1,1,1,1,1,NA,-158,-4.7,103,0.4,6764274,0.6,-881480,-0.3,4944657,85.3,2,0.3,99,0.3
08039,0,10,70,0,2011,A,NA,584,2966,96785896,46257267,860108,628,32635,NA,1,1,1,1,1,1,1,NA,-32,-5.2,-118,-3.8,-48061,0,-2522346,-5.2,259796,43.3,24,4,1234,3.9
08041,0,10,70,0,2011,A,NA,16758,235257,10269794827,2037601608,75213058,839,43653,NA,1,1,1,1,1,1,1,NA,-110,-0.7,3032,1.3,286638766,2.9,26736020,1.3,29782682,65.6,12,1.5,664,1.5
08043,0,10,70,0,2011,A,NA,902,13158,462467536,94188574,2752048,676,35147,NA,1,1,1,1,1,1,1,NA,-18,-2,107,0.8,7923958,1.7,-736715,-0.8,1065157,63.1,6,0.9,318,0.9
08045,0,10,70,0,2011,A,NA,2585,23761,1059722998,262420496,9406832,858,44599,NA,1,1,1,1,1,1,1,NA,-129,-4.8,666,2.9,59460641,5.9,7297810,2.9,4367510,86.7,25,3,1288,3
08047,0,10,70,0,2011,A,NA,153,5381,191716551,77594153,2051746,685,35630,NA,1,1,1,1,1,1,1,NA,-1,-0.6,-122,-2.2,-6159292,-3.1,-860761,-1.1,844578,70,-6,-0.9,-326,-0.9
08049,0,10,70,0,2011,A,NA,881,6476,189089596,72396745,1978184,561,29197,NA,1,1,1,1,1,1,1,NA,-49,-5.3,-5,-0.1,-597233,-0.3,597274,0.8,951017,92.6,-2,-0.4,-71,-0.2
08051,0,10,70,0,2011,A,NA,1096,7581,260699710,77444188,2106531,661,34390,NA,1,1,1,1,1,1,1,NA,-22,-2,-47,-0.6,328624,0.1,-294973,-0.4,994678,89.5,5,0.8,258,0.8
08053,0,10,70,0,2011,A,NA,83,275,6610638,4000782,67832,462,24017,NA,1,1,1,1,1,1,1,NA,-5,-5.7,6,2.2,-50982,-0.8,23944,0.6,32395,91.4,-15,-3.1,-770,-3.1
08055,0,10,70,0,2011,A,NA,211,1762,47680524,19091305,351068,521,27068,NA,1,1,1,1,1,1,1,NA,-4,-1.9,-6,-0.3,-2180133,-4.4,-1896694,-9,92524,35.8,-21,-3.9,-1136,-4
08057,0,10,70,0,2011,A,NA,85,593,16852179,6900801,155863,546,28407,NA,1,1,1,1,1,1,1,NA,1,1.2,6,1,437167,2.7,7636,0.1,70148,81.8,8,1.5,435,1.6
08059,0,10,70,0,2011,A,NA,17765,204999,10035028794,1886240541,64849305,941,48952,NA,1,1,1,1,1,1,1,NA,-198,-1.1,2442,1.2,245877173,2.5,33848066,1.8,27288826,72.7,12,1.3,624,1.3
08061,0,10,70,0,2011,A,NA,59,485,17867755,5325117,72898,709,36872,NA,1,1,1,1,1,1,1,NA,5,9.3,59,13.8,4263086,31.3,765027,16.8,49848,216.3,95,15.5,4961,15.5
08063,0,10,70,0,2011,A,NA,287,2967,88771915,31610835,666486,575,29923,NA,1,1,1,1,1,1,1,NA,-10,-3.4,-80,-2.6,-489881,-0.5,-826200,-2.5,299447,81.6,12,2.1,632,2.2
08065,0,10,70,0,2011,A,NA,211,1874,57007173,16835591,393706,585,30416,NA,1,1,1,1,1,1,1,NA,-10,-4.5,51,2.8,3517857,6.6,194198,1.2,199085,102.3,21,3.7,1068,3.6
08067,0,10,70,0,2011,A,NA,2423,23340,949299961,313586341,7050995,782,40673,NA,1,1,1,1,1,1,1,NA,-49,-2,-179,-0.8,-13193353,-1.4,-668819,-0.2,3176824,82,-5,-0.6,-252,-0.6
08069,0,10,70,0,2011,A,NA,9968,128806,5422836249,1119269643,39468998,810,42101,NA,1,1,1,1,1,1,1,NA,-61,-0.6,2153,1.7,254370000,4.9,37002984,3.4,16997965,75.6,25,3.2,1293,3.2
08071,0,10,70,0,2011,A,NA,469,5073,167909646,63723494,1480842,637,33098,NA,1,1,1,1,1,1,1,NA,-13,-2.7,-157,-3,2784322,1.7,1215298,1.9,653651,79,30,4.9,1528,4.8
08073,0,10,70,0,2011,A,NA,162,2103,69552689,21008999,390647,636,33080,NA,1,1,1,1,1,1,1,NA,2,1.2,47,2.3,3092175,4.7,876424,4.4,214674,122,14,2.3,759,2.3
08075,0,10,70,0,2011,A,NA,649,7975,262183134,66365520,1637221,632,32877,NA,1,1,1,1,1,1,1,NA,-16,-2.4,-58,-0.7,7821234,3.1,805870,1.2,850769,108.2,23,3.8,1212,3.8
08077,0,10,70,0,2011,A,NA,4770,57701,2261294214,514072359,19194059,754,39190,NA,1,1,1,1,1,1,1,NA,-164,-3.3,372,0.6,83217545,3.8,14857349,3,8919330,86.8,23,3.1,1197,3.2
08079,0,10,70,0,2011,A,NA,72,480,12424093,7423171,165858,498,25911,NA,1,1,1,1,1,1,1,NA,2,2.9,26,5.7,1379390,12.5,704878,10.5,102051,159.9,30,6.4,1561,6.4
08081,0,10,70,0,2011,A,NA,473,4968,215436978,51766120,1338345,834,43364,NA,1,1,1,1,1,1,1,NA,-16,-3.3,-96,-1.9,10654463,5.2,1247871,2.5,741096,124.1,56,7.2,2928,7.2
08083,0,10,70,0,2011,A,NA,817,8819,275587619,98481120,2685604,601,31250,NA,1,1,1,1,1,1,1,NA,-22,-2.6,50,0.6,9209456,3.5,1640989,1.7,1169723,77.2,17,2.9,874,2.9
08085,0,10,70,0,2011,A,NA,1343,13281,454147524,113941483,3774528,658,34196,NA,1,1,1,1,1,1,1,NA,-53,-3.8,-377,-2.8,-5526388,-1.2,-5941350,-5,1580603,72,11,1.7,540,1.6
08087,0,10,70,0,2011,A,NA,703,11973,427674660,118626019,3672852,687,35720,NA,1,1,1,1,1,1,1,NA,-13,-1.8,631,5.6,44789117,11.7,13620307,13,2154285,141.9,38,5.9,1963,5.8
08089,0,10,70,0,2011,A,NA,516,6109,179092880,57230043,1431901,564,29316,NA,1,1,1,1,1,1,1,NA,-9,-1.7,-91,-1.5,3111125,1.8,-427323,-0.7,648146,82.7,18,3.3,931,3.3
08091,0,10,70,0,2011,A,NA,299,1391,41467304,20589947,427717,573,29817,NA,1,1,1,1,1,1,1,NA,-23,-7.1,-104,-7,-3155813,-7.1,-1919370,-8.5,152337,55.3,-1,-0.2,-35,-0.1
08093,0,10,70,0,2011,A,NA,494,2149,66068466,29726458,522469,591,30744,NA,1,1,1,1,1,1,1,NA,-21,-4.1,-41,-1.9,993424,1.5,389500,1.3,205955,65.1,20,3.5,1027,3.5
08095,0,10,70,0,2011,A,NA,151,1543,48969556,22428814,300068,610,31740,NA,1,1,1,1,1,1,1,NA,1,0.7,-23,-1.5,1664768,3.5,1321038,6.3,164232,120.9,29,5,1541,5.1
08097,0,10,70,0,2011,A,NA,1733,15061,652051677,210831924,6226752,833,43295,NA,1,1,1,1,1,1,1,NA,-58,-3.2,58,0.4,12524098,2,109519,0.1,2730022,78.1,13,1.6,669,1.6
08099,0,10,70,0,2011,A,NA,406,4806,145109984,52477869,1293402,581,30191,NA,1,1,1,1,1,1,1,NA,4,1,152,3.3,8248676,6,4016679,8.3,692899,115.4,15,2.7,781,2.7
08101,0,10,70,0,2011,A,NA,3203,56550,2056915967,449377935,16662785,699,36374,NA,1,1,1,1,1,1,1,NA,-60,-1.8,849,1.5,84591719,4.3,6682848,1.5,6475355,63.6,18,2.6,965,2.7
08103,0,10,70,0,2011,A,NA,286,3155,164200749,45052017,1295536,1001,52051,NA,1,1,1,1,1,1,1,NA,-12,-4,32,1,11234923,7.3,4009538,9.8,648376,100.2,59,6.3,3065,6.3
08105,0,10,70,0,2011,A,NA,425,4111,121448472,44610124,1375162,568,29543,NA,1,1,1,1,1,1,1,NA,-13,-3,-181,-4.2,230793,0.2,-2151014,-4.6,382205,38.5,25,4.6,1297,4.6
08107,0,10,70,0,2011,A,NA,1635,12902,509924892,146002522,4663120,760,39524,NA,1,1,1,1,1,1,1,NA,-84,-4.9,73,0.6,7816190,1.6,1822515,1.3,2043950,78,7,0.9,384,1
08109,0,10,70,0,2011,A,NA,179,1492,42400666,23852825,488676,547,28425,NA,1,1,1,1,1,1,1,NA,-7,-3.8,-61,-3.9,571293,1.4,-377824,-1.6,138868,39.7,29,5.6,1493,5.5
08111,0,10,70,0,2011,A,NA,76,282,6331530,4386565,109109,431,22419,NA,1,1,1,1,1,1,1,NA,1,1.3,17,6.4,209600,3.4,116053,2.7,36165,49.6,-14,-3.1,-697,-3
08113,0,10,70,0,2011,A,NA,652,4454,154610071,76299981,2074784,668,34711,NA,1,1,1,1,1,1,1,NA,3,0.5,7,0.2,-3097037,-2,527716,0.7,729495,54.2,-14,-2.1,-755,-2.1
08115,0,10,70,0,2011,A,NA,86,756,21787455,7948982,108286,554,28807,NA,1,1,1,1,1,1,1,NA,-1,-1.1,-8,-1,780969,3.7,81040,1,59134,120.3,25,4.7,1294,4.7
08117,0,10,70,0,2011,A,NA,2073,17485,574311650,202233512,6155108,632,32847,NA,1,1,1,1,1,1,1,NA,-77,-3.6,318,1.9,6021005,1.1,2230533,1.1,2824990,84.8,-5,-0.8,-257,-0.8
08119,0,10,70,0,2011,A,NA,786,6711,219176721,80663357,2133122,628,32659,NA,1,1,1,1,1,1,1,NA,-2,-0.3,-72,-1.1,1007648,0.5,-1168350,-1.4,908489,74.2,9,1.5,493,1.5
08121,0,10,70,0,2011,A,NA,137,1098,34499153,9980679,206936,604,31410,NA,1,1,1,1,1,1,1,NA,1,0.7,16,1.5,1737946,5.3,191084,2,103391,99.9,22,3.8,1134,3.7
08123,0,10,70,0,2011,A,NA,5769,82114,3336993005,807705086,27894719,782,40639,NA,1,1,1,1,1,1,1,NA,-40,-0.7,3456,4.4,259483127,8.4,53392186,7.1,13163400,89.4,30,4,1514,3.9
08125,0,10,70,0,2011,A,NA,397,3861,128140926,53316694,942046,638,33186,NA,1,1,1,1,1,1,1,NA,4,1,50,1.3,6132632,5,1880059,3.7,489970,108.4,22,3.6,1167,3.6
08999,0,10,70,0,2011,A,NA,2691,17890,1542032414,278135085,12758568,1658,86195,NA,1,1,1,1,1,1,1,NA,212,8.6,743,4.3,94596129,6.5,22639529,8.9,5344510,72.1,35,2.2,1782,2.1
08000,0,10,50,0,2012,A,NA,172303,2266503,114600362209,23955707301,799391991,972,50563,NA,1,1,1,1,1,1,1,NA,2263,1.3,53444,2.4,5978380012,5.5,2386505156,11.1,36813089,4.8,28,3,1481,3
08001,0,10,70,0,2012,A,NA,8978,159143,7050747357,1606969613,59915102,852,44304,NA,1,1,1,1,1,1,1,NA,111,1.3,4349,2.8,322865235,4.8,159976696,11.1,3287937,5.8,16,1.9,840,1.9
08003,0,10,70,0,2012,A,NA,540,7521,250217929,71961279,1822942,640,33268,NA,1,1,1,1,1,1,1,NA,-11,-2,-198,-2.6,2011438,0.8,2127000,3,-66163,-3.5,22,3.6,1111,3.5
08005,0,10,70,0,2012,A,NA,19027,285604,16518680974,3144385707,111888400,1112,57838,NA,1,1,1,1,1,1,1,NA,250,1.3,7899,2.8,828746568,5.3,347560073,12.4,6049560,5.7,25,2.3,1339,2.4
08007,0,10,70,0,2012,A,NA,514,3275,103652286,45835886,1091930,609,31653,NA,1,1,1,1,1,1,1,NA,1,0.2,4,0.1,3777905,3.8,3306908,7.8,40062,3.8,22,3.7,1115,3.7
08009,0,10,70,0,2012,A,NA,119,1145,29584569,16525725,149762,497,25834,NA,1,1,1,1,1,1,1,NA,0,0,-22,-1.9,-183007,-0.6,-75133,-0.5,9306,6.6,7,1.4,335,1.3
08011,0,10,70,0,2012,A,NA,90,1026,30228272,16469359,223259,567,29469,NA,1,1,1,1,1,1,1,NA,-2,-2.2,-204,-16.6,-7292340,-19.4,-206959,-1.2,6376,2.9,-20,-3.4,-1031,-3.4
08013,0,10,70,0,2012,A,NA,13148,160710,9149093483,1561473607,51454392,1095,56929,NA,1,1,1,1,1,1,1,NA,261,2,4576,2.9,505990024,5.9,165485032,11.9,1882566,3.8,30,2.8,1572,2.8
08014,0,10,70,0,2012,A,NA,2190,31904,2201896403,392575786,13698747,1327,69017,NA,1,1,1,1,1,1,1,NA,102,4.9,1477,4.9,203668155,10.2,55545189,16.5,186719,1.4,64,5.1,3344,5.1
08015,0,10,70,0,2012,A,NA,870,6657,203424215,68794733,1803687,588,30556,NA,1,1,1,1,1,1,1,NA,13,1.5,139,2.1,10848001,5.6,5493802,8.7,116794,6.9,20,3.5,1011,3.4
08017,0,10,70,0,2012,A,NA,95,723,26359776,8046032,126681,701,36455,NA,1,1,1,1,1,1,1,NA,2,2.2,-32,-4.2,-285077,-1.1,309711,4,-39572,-23.8,22,3.2,1148,3.3
08019,0,10,70,0,2012,A,NA,336,3121,137360618,45298285,1090994,846,44012,NA,1,1,1,1,1,1,1,NA,-16,-4.5,-54,-1.7,-5897581,-4.1,1751960,4,-109109,-9.1,-22,-2.5,-1111,-2.5
08021,0,10,70,0,2012,A,NA,139,1346,37855122,16223677,287859,541,28121,NA,1,1,1,1,1,1,1,NA,5,3.7,85,6.7,2763375,7.9,1633087,11.2,20057,7.5,6,1.1,289,1
08023,0,10,70,0,2012,A,NA,90,783,20928507,11814608,190190,514,26734,NA,1,1,1,1,1,1,1,NA,-2,-2.2,42,5.7,1262997,6.4,760659,6.9,17591,10.2,3,0.6,183,0.7
08025,0,10,70,0,2012,A,NA,60,1117,39481369,11645614,239891,680,35335,NA,1,1,1,1,1,1,1,NA,3,5.3,-38,-3.3,-629973,-1.6,815823,7.5,13564,6,12,1.8,599,1.7
08027,0,10,70,0,2012,A,NA,163,837,24369697,10440142,239716,560,29110,NA,1,1,1,1,1,1,1,NA,-5,-3,-14,-1.6,-974983,-3.8,-137976,-1.3,-35667,-13,-12,-2.1,-658,-2.2
08029,0,10,70,0,2012,A,NA,874,8468,282613856,104105196,2601656,642,33374,NA,1,1,1,1,1,1,1,NA,-11,-1.2,198,2.4,12001631,4.4,10020897,10.7,182192,7.5,13,2.1,653,2
